,question_code,sentence,polarity_annotation,emotion_annotation,narrative_form,periodical_name,sentiment_pysentimiento,emotion_pysentimiento,nf_sentiment_lexicon_dispecs,nf_sentiment_lexicon_computational,nf_sentiment_lexicon_corrected,lexicon_emotion,manual_lexicon_sent_score,comp_lexicon_sent_score,corr_lexicon_sent_score,sentiment_py,emotion_py,Sentiment-GPT3-simple,sentiment_annotation_list,gpt-3-new,corr_lexicon_sent_score_list,manual_lexicon_sent_score_list,computational_lexicon_sent_score_list
41,G00Q186,"Se vè sujeto â las trayciones, expuesto â los engaños de tantos viles intentos como procuran usurparle su hacienda.",NEG,no_agreement,LB,1764_La-Pensadora-Gaditana_Beatriz-Cienfuegos_Vol-4_Nr-48_091-195.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.938, NEU: 0.053, POS: 0.010})","AnalyzerOutput(output=anger, probas={anger: 0.588, others: 0.252, disgust: 0.113, sadness: 0.027, fear: 0.012, surprise: 0.006, joy: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
42,G00Q188,"De esta continuacion de aplausos ha venido â hacerse de un genio tan atrevido, y falto de politica, que â todos increpa de ignorantes, sola su opinion es la mas segura, y lo que es mas (aquí entro yo) quiere, y pretende que las Damas, que nos hallàmos oprimidas de mil cuydados domesticos, seámos Philosophas, Naturalistas, Hystoriadoras, y Geometras.",NEG,no_agreement,FP,1764_La-Pensadora-Gaditana_Beatriz-Cienfuegos_Vol-4_Nr-50_091-178.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.899, NEU: 0.090, POS: 0.011})","AnalyzerOutput(output=anger, probas={anger: 0.776, others: 0.124, disgust: 0.055, sadness: 0.040, joy: 0.002, surprise: 0.002, fear: 0.002})",-0.2,0.0,-0.2,anger,NEG,NEU,NEG,NEG,anger,POS,3,1,3,3,2
43,G00Q207,"Esta sábia República tenia establecida la pena de muerte muy raras veces, y solo por crimenes muy graves.",POS,no_agreement,EX,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-08_096-329.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.800, NEU: 0.179, POS: 0.021})","AnalyzerOutput(output=others, probas={others: 0.835, sadness: 0.039, anger: 0.036, disgust: 0.034, surprise: 0.033, fear: 0.021, joy: 0.002})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,others,POS,1,1,3,3,3
44,G00Q189,"Mil veces quise matarme, pero mi desgracia quitò el valor â mi determinacion: y combatida por los fingidos halagos de al [sic] que me diò el ser, la obedecí ignorante, y engañada, llenandose desde aquel dia mi Casa de abundancia, ê infamia",NEG,no_agreement,SP,1764_La-Pensadora-Gaditana_Beatriz-Cienfuegos_Vol-4_Nr-51_091-177.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.912, NEU: 0.075, POS: 0.013})","AnalyzerOutput(output=anger, probas={anger: 0.812, disgust: 0.161, sadness: 0.022, others: 0.002, joy: 0.001, fear: 0.001, surprise: 0.000})",0.14285714285714285,0.0,0.14285714285714285,joy,POS,NEU,POS,NEG,anger,NEG,3,3,1,1,2
45,G00Q210,"pero un accidente peor para mí que una buena enfermedad me obliga à guardar Casa por algunos dias, y à no presentarme donde Gentes me vean la cara, hasta que à todas se les haya borrado de la imaginacion mi fisonomía.",NEG,no_agreement,LB,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-14_096-335.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.960, NEU: 0.038, POS: 0.002})","AnalyzerOutput(output=sadness, probas={sadness: 0.508, anger: 0.352, disgust: 0.108, others: 0.019, fear: 0.012, surprise: 0.001, joy: 0.001})",0.3333333333333333,0.42857142857142855,0.3333333333333333,disgust,POS,POS,POS,NEG,sadness,NEG,3,3,1,1,1
46,G00Q212,"Sabe valerse, perdida enteramente la verguenza, de mil artificios, que el uso, y una larga experiencia le han enseñado, para aparentar su miseria.",NEG,no_agreement,FP,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-19_096-340.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.936, NEU: 0.055, POS: 0.008})","AnalyzerOutput(output=anger, probas={anger: 0.795, disgust: 0.158, sadness: 0.027, others: 0.016, fear: 0.002, joy: 0.001, surprise: 0.001})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
47,G00Q213,"Pues, Amigo, sepa Vm. que todo se lo llevó el diablo, si Vm. no me vale;",NEG,no_agreement,LB,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-21_096-342.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.851, NEU: 0.131, POS: 0.018})","AnalyzerOutput(output=others, probas={others: 0.906, anger: 0.042, sadness: 0.030, disgust: 0.013, joy: 0.003, fear: 0.003, surprise: 0.002})",0.0,0.0,0.0,joy,NEU,NEU,NEU,NEG,others,NEG,3,3,2,2,2
48,G00Q214,"Si tal vez sus expresiones son un poco atrevidas, y sus comparaciones odiosas, deben permitirse à un hombre, que no ha nacido con la obligacion de hablarnos segun nuestro gusto. ",NEU,no_agreement,MT,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-22_096-343.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.887, NEU: 0.106, POS: 0.007})","AnalyzerOutput(output=anger, probas={anger: 0.644, others: 0.278, disgust: 0.051, sadness: 0.022, fear: 0.002, surprise: 0.002, joy: 0.001})",0.3333333333333333,0.5,0.3333333333333333,joy,POS,POS,POS,NEG,anger,NEG,2,3,1,1,1
49,G00Q191,"Tal qual diamantillo tiene; pero lo demás son chispas, y todo ello de muy mal gusto.",NEG,no_agreement,D,1767_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-056_109-733.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.814, NEU: 0.166, POS: 0.021})","AnalyzerOutput(output=anger, probas={anger: 0.788, disgust: 0.102, others: 0.085, sadness: 0.020, surprise: 0.002, fear: 0.002, joy: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
50,G00Q215,"A mí me hizo reir este ofrecimiento, mas no asi al otro, à quien antes le irritó tanto, que à breves razones vino à decirle que era un herege, y que su proposicion era no tan solamente impía, heretica, erronea, y escandalosa, sino tambien capciosa, y piarum aurium ofensiva:",NEG,no_agreement,D,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-1_Nr-23_096-344.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.712, NEU: 0.262, POS: 0.026})","AnalyzerOutput(output=others, probas={others: 0.853, anger: 0.091, sadness: 0.036, disgust: 0.010, joy: 0.008, surprise: 0.002, fear: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
51,G00Q192,"La epidemia, Señor, ha cundido tanto, que el infierno no se conoce, ni las gentes se entienden.",NEG,no_agreement,S+D,1767_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-058_109-735.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.913, NEU: 0.080, POS: 0.007})","AnalyzerOutput(output=others, probas={others: 0.496, sadness: 0.308, fear: 0.127, surprise: 0.029, anger: 0.021, disgust: 0.016, joy: 0.004})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
52,G00Q216,"Es un cobarde, un vil, un indigno de los honores que goza, y de alternar con quien tenga el corazon bien puesto",NEG,no_agreement,FP,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-2_Nr-025_103-401.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.961, NEU: 0.032, POS: 0.007})","AnalyzerOutput(output=anger, probas={anger: 0.643, disgust: 0.347, sadness: 0.005, fear: 0.002, joy: 0.002, others: 0.001, surprise: 0.001})",0.2,0.0,0.2,joy,POS,NEU,POS,NEG,anger,NEG,3,3,1,1,2
53,G00Q194,"Pero en cambio de estos beneficios, ¡qué tributos de reconocimiento no adquirió aquel magnánimo corazon!",POS,no_agreement,EX,1767_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-060_109-737.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.453, NEU: 0.429, POS: 0.118})","AnalyzerOutput(output=others, probas={others: 0.639, sadness: 0.260, anger: 0.065, surprise: 0.013, disgust: 0.012, joy: 0.009, fear: 0.002})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,POS,1,1,1,1,1
54,G00Q196,"¿con qué cara podrá decir este animal, que tiene sesenta años, no haviendo aprendido en ellos à dominar sus pasiones, à despojarse de los antojos de la niñéz, y de los ímpetus ciegos de la juventud, à conocer los principios de su Religion, ni à dár tributo de adoracion al Señor de todo lo criado?",NEG,no_agreement,LB+FP,11767_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-065_10B-770.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.885, NEU: 0.101, POS: 0.014})","AnalyzerOutput(output=anger, probas={anger: 0.776, others: 0.113, sadness: 0.058, disgust: 0.046, surprise: 0.003, fear: 0.002, joy: 0.002})",0.3333333333333333,0.5,0.3333333333333333,others,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
55,G00Q198,"Finalmente, èl és racional y como tal apetece las diversiones.",POS,no_agreement,SP,1779_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-01_114-850.txt,"AnalyzerOutput(output=POS, probas={POS: 0.729, NEU: 0.252, NEG: 0.019})","AnalyzerOutput(output=others, probas={others: 0.880, joy: 0.116, sadness: 0.002, surprise: 0.001, fear: 0.001, anger: 0.000, disgust: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,POS,others,POS,1,1,1,1,1
56,G00Q218,"¿Sabia vmd. acaso hasta que nos reveló el secreto dicho venerable Colector de Comedias, que Racine habia sido un imbecil, Cosme Damian, un hombre falto de juicio, y de talento crítico?",NEG,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo-(Manuel-Rubín-de-Celis-y-Noriega)_Vol-1_Nr-000_1-617.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.947, NEU: 0.048, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.781, disgust: 0.202, others: 0.007, sadness: 0.005, surprise: 0.003, fear: 0.003, joy: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
57,G00Q219,"¿qué juicio formaria su merced de un Médico que llamado á curar un Escrofuloso, Elephanciano ó Ethico, descuidase estos tres terribles males, y emplease solamente su charlataneria en medicarle un sabañon ó un uñero?",NEG,no_agreement,EX,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-01_093-232.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.916, NEU: 0.080, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.820, disgust: 0.138, others: 0.019, sadness: 0.017, fear: 0.003, surprise: 0.002, joy: 0.001})",-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,others,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
58,G00Q220,"Ellos están en la posesion (no sé si inmemorial) de divertir y entretener á la cazuela con su buen humor y gracias poëticas, y consiguientemente tienen á su favor todo Madrid.",POS,no_agreement,FP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-10_105-640.txt,"AnalyzerOutput(output=POS, probas={POS: 0.940, NEU: 0.055, NEG: 0.005})","AnalyzerOutput(output=joy, probas={joy: 0.940, others: 0.057, sadness: 0.001, surprise: 0.001, anger: 0.000, disgust: 0.000, fear: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
59,G00Q223,"pero decir como muchos, eso no vale nada, eso es un asco, y no probarlo, ya vé vmd. que son expresiones muy vagas, muy despreciables, y que todo hombre de juicio se rie de los que fallan por este estilo. ",NEG,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-2_Nr-17_091-110.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.977, NEU: 0.020, POS: 0.003})","AnalyzerOutput(output=anger, probas={anger: 0.809, disgust: 0.180, sadness: 0.005, others: 0.004, fear: 0.001, joy: 0.001, surprise: 0.001})",0.0,0.3333333333333333,0.0,others,NEU,POS,NEU,NEG,anger,NEG,3,3,2,2,1
60,G00Q224,"Homero era un famoso Astrólogo politico, que adivinando las funestas resultas de semejantes desordenes, queria con la moral de su obra curar males tan graves.",POS,no_agreement,EX,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-2_Nr-19_091-112.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.851, NEU: 0.130, POS: 0.019})","AnalyzerOutput(output=others, probas={others: 0.813, sadness: 0.121, anger: 0.040, disgust: 0.015, fear: 0.006, surprise: 0.003, joy: 0.002})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,1,1,2,2,2
61,G00Q225,"Un malvado insulano con el fin de enriquecer el Fisco, propuso se confiscasen los bienes de cierto miserable que acababa de ser condenado á muerte.",NEG,no_agreement,FP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-2_Nr-20_105-615.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.954, NEU: 0.038, POS: 0.008})","AnalyzerOutput(output=anger, probas={anger: 0.740, disgust: 0.248, sadness: 0.004, others: 0.003, fear: 0.002, surprise: 0.002, joy: 0.001})",-0.2,-0.2,-0.2,sadness,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
62,G00Q226,"mas como toda cosa mortal declina, hace algun tiempo que la tengo tan quebradiza y delicada como puede ser el honor de una dama en boca de un pisaverde.",NEG,no_agreement,MT,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-2_Nr-21_091-114.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.866, NEU: 0.125, POS: 0.009})","AnalyzerOutput(output=others, probas={others: 0.970, sadness: 0.015, surprise: 0.009, fear: 0.003, anger: 0.001, joy: 0.001, disgust: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,NEG,3,3,2,2,2
63,G00Q227,¡Qué delicia no sería oirlas entonar con sus encantadoras voces el Te Franciscum laudamus por alguna victoria contra infieles!,POS,no_agreement,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-04_114-853.txt,"AnalyzerOutput(output=POS, probas={POS: 0.854, NEU: 0.132, NEG: 0.014})","AnalyzerOutput(output=others, probas={others: 0.608, joy: 0.369, surprise: 0.015, sadness: 0.005, anger: 0.002, fear: 0.001, disgust: 0.001})",0.0,0.0,0.0,joy,NEU,NEU,NEU,POS,others,POS,1,1,2,2,2
64,G00Q228,"Deje de pensar por un rato, y ve aqui que de repente se deshacen todas mis dificultades y temores.",POS,no_agreement,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-10_114-867.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.707, NEU: 0.266, POS: 0.027})","AnalyzerOutput(output=sadness, probas={sadness: 0.738, others: 0.095, joy: 0.082, fear: 0.062, surprise: 0.014, disgust: 0.006, anger: 0.003})",-1.0,-1.0,-1.0,surprise,NEG,NEG,NEG,NEG,sadness,POS,1,1,3,3,3
65,G00Q229,"¿Quántos hay todavia en nuestra España, muy revestidos de Doctores, que no se desprenderán de sus errados systemas, aunque se les ponga á los ojos la evidencia?",NEG,no_agreement,D,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-11_115-868.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.942, NEU: 0.053, POS: 0.005})","AnalyzerOutput(output=others, probas={others: 0.500, anger: 0.199, sadness: 0.111, disgust: 0.078, fear: 0.067, surprise: 0.043, joy: 0.002})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
66,G00Q231,"y como nadie hasta ahora se habia acordado de mí para este efecto, y debia trabajarlo todo por mí mismo, me iba desanimando poco á poco de mi empeño.",NEG,no_agreement,MT,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-14_115-870.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.792, NEU: 0.188, POS: 0.020})","AnalyzerOutput(output=sadness, probas={sadness: 0.875, others: 0.060, joy: 0.052, anger: 0.004, fear: 0.004, surprise: 0.003, disgust: 0.002})",-1.0,-1.0,-1.0,joy,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
67,G00Q233,"¿Y con qué han de pagar los subditos á su Principe las mercedes que les haga, sino de esta manera?",NEU,no_agreement,L,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-091_104-553.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.782, NEU: 0.206, POS: 0.012})","AnalyzerOutput(output=others, probas={others: 0.817, anger: 0.102, sadness: 0.035, surprise: 0.028, disgust: 0.012, fear: 0.006, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,2,1,2,2,2
68,G00Q234,"La miseria iba á oprimirme, y no me quedaba ya sino este infame medio para librarme de una inminente ruina.",NEG,no_agreement,D,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-098_104-560.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.946, NEU: 0.050, POS: 0.004})","AnalyzerOutput(output=sadness, probas={sadness: 0.616, others: 0.203, anger: 0.110, disgust: 0.037, fear: 0.021, joy: 0.008, surprise: 0.004})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
69,G00Q236,"¿Quién no se horroriza de estas mesas, en las quales nos abstenemos, á la verdad de los manjares prohibidos;",NEG,no_agreement,LB,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-100_104-562.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.638, NEU: 0.338, POS: 0.024})","AnalyzerOutput(output=others, probas={others: 0.949, sadness: 0.022, anger: 0.018, disgust: 0.004, surprise: 0.003, joy: 0.002, fear: 0.002})",-1.0,0.0,-1.0,others,NEG,NEU,NEG,NEG,others,POS,3,1,3,3,2
70,G00Q237,"Yo le confieso á Vm. que si hubiera previsto su colera no hubiera entrado en la disputa, en que insensiblemente nos hemos empeñado, no teniendo yo en ella interés alguno;",NEU,no_agreement,LB,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-102_104-564.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.951, NEU: 0.045, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.466, sadness: 0.327, others: 0.149, disgust: 0.047, fear: 0.007, surprise: 0.004, joy: 0.001})",-1.0,-1.0,-1.0,anger,NEG,NEG,NEG,NEG,anger,NEU,2,2,3,3,3
71,G00Q238,"Le hemos manifestado varias veces quán impropias nos parecen de un hombre bien educado, y quanto nos ofenden éstas y otras expresiones;",NEG,no_agreement,FP,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-103_104-565.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.858, NEU: 0.115, POS: 0.027})","AnalyzerOutput(output=others, probas={others: 0.951, anger: 0.037, sadness: 0.005, disgust: 0.003, surprise: 0.001, fear: 0.001, joy: 0.001})",-1.0,1.0,-1.0,joy,NEG,POS,NEG,NEG,others,NEG,3,3,3,3,1
72,G00Q239,"¿Quántas injusticias, quántas intrigas interesadas, quántos proyectos de ambicion le hicieron pasar las noches sin reposo?",NEG,no_agreement,FP,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-5_Nr-104_104-566.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.886, NEU: 0.105, POS: 0.009})","AnalyzerOutput(output=anger, probas={anger: 0.445, sadness: 0.411, disgust: 0.086, fear: 0.019, others: 0.019, surprise: 0.017, joy: 0.002})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,anger,NEG,3,3,2,2,2
73,G00Q241,"¿Roma, en fin, no fue el terror de las Naciones, en tanto que ningun Ciudadano tuvo por pequeña la porcion de tierra que bastaba para mantener á un hombre:",NEG,no_agreement,EX,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-6_Nr-126_104-587.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.757, NEU: 0.232, POS: 0.011})","AnalyzerOutput(output=others, probas={others: 0.864, sadness: 0.097, surprise: 0.019, anger: 0.007, disgust: 0.005, fear: 0.005, joy: 0.003})",0.0,0.3333333333333333,0.0,fear,NEU,POS,NEU,NEG,others,POS,3,1,2,2,1
74,G00Q242,"¿Qué nacion mas floreciente que los Egypcios no obstante el poder sin limites de sus Reyes, mientras no fueron corrompidos por la ambicion de Sesostris?  [neutral]",NEU,no_agreement,EX,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-6_Nr-127_104-588.txt","AnalyzerOutput(output=NEU, probas={NEU: 0.473, POS: 0.325, NEG: 0.202})","AnalyzerOutput(output=others, probas={others: 0.942, sadness: 0.037, surprise: 0.008, anger: 0.006, joy: 0.004, disgust: 0.002, fear: 0.002})",0.3333333333333333,1.0,0.3333333333333333,others,POS,POS,POS,NEU,others,NEU,2,2,1,1,1
75,G00Q243,"Vuelve la cabeza el venerable anciano, y vé ¡ó dolor! ¡ó oprobio!",NEG,no_agreement,TR,"1786_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-6_Nr-130_104-591.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.877, NEU: 0.111, POS: 0.012})","AnalyzerOutput(output=sadness, probas={sadness: 0.943, others: 0.021, fear: 0.018, surprise: 0.010, joy: 0.004, anger: 0.003, disgust: 0.002})",0.0,0.0,0.0,sadness,NEU,NEU,NEU,NEG,sadness,NEG,3,3,2,2,2
76,G00Q244,"antes mas me le afeminaron, y era tal el temor que me causaban los Duendes, que en oyendo á á [sic] mis criados algun cuento de estos, al instante llenaba la casa de gritos, y me hacía aguas en la cama. Con que siendo asi,",NEG,no_agreement,SP,1787-1788_El-Duende-de-Madrid_Pedro-Pablo-Trullench_Vol-1_Nr-1_091-81.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.618, NEU: 0.350, POS: 0.032})","AnalyzerOutput(output=fear, probas={fear: 0.693, others: 0.130, surprise: 0.080, sadness: 0.049, disgust: 0.022, anger: 0.022, joy: 0.005})",0.0,0.0,0.0,fear,NEU,NEU,NEU,NEG,fear,NEG,3,3,2,2,2
77,G00Q245,"Quiso mi desgracia que en aquella tarde viese entre varias Sombras la representacion de un Entierro, que no parecia, sino que ni mas ni menos era un Difunto que llevaban á la hoya entre quatro Terceros:",NEG,no_agreement,TR,1787-1788_El-Duende-de-Madrid_Pedro-Pablo-Trullench_Vol-1_Nr-4_091-83.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.707, NEU: 0.273, POS: 0.020})","AnalyzerOutput(output=sadness, probas={sadness: 0.980, others: 0.015, fear: 0.002, surprise: 0.001, disgust: 0.001, joy: 0.001, anger: 0.001})",-1.0,-1.0,-1.0,fear,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
78,G00Q246,"á todos los Actores los estimo con igualdad, y miro por sus intereses, adelantamientos, é instruccion, escribiendo apologías imparciales en defensa del Teatro, y asi en nombre de todos los Cómicos Españoles te doy ahora la agencia de los Coliseos de Madrid, con la precisa condicion de que has de repartir este papelito con la mayor brevedad para que se vea en el tribunal de los Literatos.",POS,no_agreement,D,1787-1788_El-Duende-de-Madrid_Pedro-Pablo-Trullench_Vol-1_Nr-6_091-85.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.576, POS: 0.376, NEG: 0.048})","AnalyzerOutput(output=others, probas={others: 0.987, anger: 0.007, sadness: 0.003, joy: 0.002, disgust: 0.001, surprise: 0.000, fear: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,NEU,others,POS,1,1,1,1,1
79,G00Q247,"y revolviendo en mi memoria quáles serian, se apareció cerca de mí un mancebo de gallarda presencia que uniendo la hermosura con la seriedad presentaba el aspecto mas amable que pudiera figurar la imaginacion. ",POS,no_agreement,TR,1787-1788_El-Duende-de-Madrid_Pedro-Pablo-Trullench_Vol-1_Nr-7_091-86.txt,"AnalyzerOutput(output=POS, probas={POS: 0.493, NEU: 0.482, NEG: 0.025})","AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.019, sadness: 0.005, surprise: 0.002, fear: 0.000, anger: 0.000, disgust: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
80,G00Q248,"Luego á la hora que no quiera creer lo falso, saldrá del error, ó lo evitará.",NEU,no_agreement,LB,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-7_Nr-142_105-603.txt","AnalyzerOutput(output=NEU, probas={NEU: 0.663, NEG: 0.281, POS: 0.056})","AnalyzerOutput(output=others, probas={others: 0.880, anger: 0.063, sadness: 0.031, disgust: 0.014, surprise: 0.005, fear: 0.005, joy: 0.002})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEU,others,POS,2,1,3,3,3
81,G00Q249,Vió en esto el Sacerdote que le asistia un demonio en figura de jóven muy triste y llorando.,NEG,no_agreement,EX,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-7_Nr-146_105-607.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.952, NEU: 0.043, POS: 0.005})","AnalyzerOutput(output=sadness, probas={sadness: 0.994, others: 0.002, fear: 0.001, disgust: 0.001, anger: 0.001, surprise: 0.000, joy: 0.000})",-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,anger,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
82,G00Q250,"Oyéron los golpes dos menestrales, que trabajaban en el claustro, y saliendo á la Iglesia, no solo viéron á la Imágen bañada en sangre, sino que la oyéron quexarse con amargos y sentidos suspiros.",NEG,no_agreement,EX,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-7_Nr-147_105-608.txt","AnalyzerOutput(output=NEU, probas={NEU: 0.492, NEG: 0.314, POS: 0.194})","AnalyzerOutput(output=sadness, probas={sadness: 0.929, others: 0.040, anger: 0.009, fear: 0.007, disgust: 0.006, joy: 0.005, surprise: 0.004})",0.0,-1.0,-1.0,disgust,NEU,NEG,NEG,NEU,sadness,NEG,3,3,3,2,3
