question_code,previous_sentence,to_annotate,following_sentence
G00Q146,"Que aunque esto, no solo es mentira, sino exdiámetro opuesto à lo que èl afirma, como no todos los que lean mi Carta, han de tener presente para el cortejo el Pensamiento XXIV, me creeràn, ò à lo menos dudaràn; y entretanto se bambalèa, si no cae, el credito del Pensador","Quisiera Vm. que yo dijera, que esto propriamente se llama echar tierra à los ojos, y alucinar à ignorantes; y que si esto no es falta de caridad, calumnia, è impostura, digna del mas severo castigo, no hay otro nombre que darle; y que fuera mucho mejor, que el señor mio, se curára esta lepra, y no amenazára al Pensador con la de Ozìas, que el que le aconseje, que oyga con docilidad los Sermones.","Todo esto, y mas, quisiera Vm. que yo dijera; ¿y no diciendolo Vm. quièn me mete à mì en esso?"
G00Q149,"Hicieronme otras semejantes reconvenciones sobre la materia, pero sin fruto; porque del mismo modo que antes, me mantengo firme en mi opinion, y atrincherado en mi Castellano.","Ahora bien, yo no pretendo llevar las cosas al extremo.","Vm. me parece imparcial, y assi le he de merecer me diga, si en Londres, Parìs, Viena, ù otras Cortes de la Europa, se toman los naturales la pena de aprender los idiomas Estrangeros, solo para facilitar los placeres de la sociedad à los individuos de otros Paìses, que no quieren aprender el nativo de cada Reyno, unas veces por pereza, y otras por desprecio."
G00Q153,"Ni era Petimetre, ni bonito, ni ligero de cascos, ni adulador, ni Poeta, ni baylarin.","Añada Vm. à esto, que tenia una porcion de defectos capitales, por los quales debia ser excluìdo de la Cofradìa; pues ni cantaba, ni tocaba instrumento alguno, ni sabìa mentir, ni engañar, ni murmurar, ni dissimular.","Ni era rico, ni presumido, ni hablaba Italiano, ni Francès, ni tenia voto en encajes, blondas, bordados, batas, vestidos, joyas, ni flores."
G00Q161,"Qué lastima causa à los ojos de todos, quando se divisa bastantemente un marido desgraciado, y un padre infelíz, que lloran su honor ultrajado à el delinqüente impulso de un atrevimiento!","Grande es este golpe, no lo niego; pero mayor es el de aquellos, que por descuido, ò ignorancia dieron causa suficiente á este daño.","Los primeros, si padecen esta lamentable suerte, mas à la violencia de la desgracia, que à los tristes efectos de una confianza necia, deben ser el objeto de nuestra compasion, y el exemplar para nuestro gobierno."
G00Q162,"Los ojos hundidos, y fijados en el suelo, demostraban un ánimo ofuscado, y desabrido;","Tan flaca, y consumida, que parecía retrato de la misma necesidad.","Yo la miraba pensativa, y me parecía haverla visto otra vez."
G00Q163,"¿No es un agravio claramente cometido contra esta hermosa Deidad, destinarla por muchos de nuestros patricios para alabar, perpetuar en la memoria, y excitar à su imitacion los delitos mas atrevidos contra el Cielo, el Rey, y la Patria, quando la ocupan indignamente en esos asquerosos Romances de nuestros Guapos Andaluces?","¿qué otro empleo la dán mas, que obligarla à celebrar unos hombres, que por viles, ò murieron entre las fatigas de un lazo, ò à las iras crueles de una venganza?","¡Ciertamente ignoro cómo ha podido durar este abuso tanto tiempo en un País tan culto, donde la piedad, y religion tienen su asiento!"
G00Q164,"En este no despreciable animalito pudieran aprender à vivir quantos desgraciados de ambos sexos andan por esas calles oprimidos de la ultima miseria, siendo el cansancio importuno de muchos, y ocasiones virtuosas de pocos, y no se vieran à cada paso tantas infelices viudas, que fundan su corto alimento en el penoso sonrojo de buscarle de puerta en puerta;","Ni tantos ancianos, que en la mas estrecha angustia de la escaséz, buscan el pan con el doble sudor de su rostro, sudan en adquirirle mendigando, y sudan con la vergüenza de haberle de procurar pidiendo.","¡O, qué desgracia! ¡qué suerte tan infelíz! ¡pero qué locura!"
G00Q166,"¡Dios me libre de ellos! Cierto Cavallerito Estrangero se iba inclinando de lo fuerte à la mayor, y se conocía claramente por su generosidad, pues no le dolian prendas, siempre se estaba convidando, y que quise que no quise, nos regalò muy bien: y quando estaba yo mas esperanzada de este hombre, se atravesó un maldito de estos pisaverdes Gaditanos, y no se qué dió à la muchacha, que à el instante aborreció à el Estrangero, y se entregó à favorecer este hombre.","No està en esto la gracia, sino es que apenas se vió correspondido, se ausentó de casa, y se fue con sus engaños à otra parte, quedandonos à la Luna de Valencia, sin uno, y sin otro, y la niña tan apesadumbrada, que por poco la pobrecita se muere: estuvo muy mala.","Puede Vmd. suponer, que no he dejado diligencia, que no he practicado para conseguir mis deseos: discurro, que Vmd. creerà habrà sido todo con el mayor disimulo, y honradéz;"
G00Q167,"Luego que llegò à noticia de los Amigos mi desgracia, corrieron presurosos à visitarme, y à ofrecerse con sus caudales, y haciendas: vino Anfriso, y me prometió harìa quanto pudiese con su valimiento para la composicion de mis negocios: escribióme Elisa, interesandose en mis pesares, y ofreciendo sus joyas, si eran necesarias para alivio.","Qué contento me hallaba, no obstante mi fatalidad, à el mirar, que si me faltaba la hacienda, la tenìa depositada en aquellos, que tanto se ofrecian, y tan promptos habian ocurrido à mi socorro!","¡Pero qué engaño padecì, y qué presto hallé corrido el velo de tanta falsedad à el impulso de mi misma desgracia!"
G00Q171,"Hà de sabér Vm. que todos estos son temóres de la pluma, por no atreverse â delinear el nombre de mi endiablada indisposicion: pero como es precisso que confiesse de plano, para que me aplíque el remedio, aunque duplìque mi sentimiento, se lo hé de referir por estenso: tengo...","¡valgate Dios por nombre, que aún assi engendras sustos, parasismos, y aborrecimiento!",Tengo ...aùn no me permite escrivir el sobresalto.
G00Q173,"Yo Señora mia, soy una Mugèr de las muchas que viven en el Mundo, que discurriendo entraban â una vida de Angeles quando se casaron, se hallan el dia de hoy con un tormento irremediable, sin que para su alivio les quede el arbitrio de la quexa: estoy Casada por mi desgracia con un Cavallero de linda presencia, y muy Petimetre: es un Narciso, y està tan pagado de su hermosura, que assi cuydára de su Mugér, como cuyda de su persona: los mas dias reñimos sobre quien gana la vèz en el tocador, y el dia que coge de mano, me veo precissada â valerme de un espejo de las Criadas, porque sé por experiencia, que se pasaràn dos horas antes que le dexe desocupado.","Todo esto llevará con paciencia, si su asèo, y prolixa compostura se ordenára â conplacerme; pero es muy â el contrario, porque su merced es Cortejo, y hace tanta vanidad de serlo, que quando està de humor me refiere las gracias de su querida, me pondera sus chistes, y alaba su hermosura: vea Vm. què refresco para quien se halla atabardillada de Zelos.","Está el bueno del Hombre tan pagado de su gentileza, que me cuenta con grán satisfaccion, que todas las Damas le enamoran, pero que ninguna sino Irenitaserá la dichosa, porque es una Dama tan Marcial, y de Moda, que es la Maestra de quantos Cortejos tiene esta Ciudad, y que un Hombre como èl no se havia de hallar con mueble de menores circunstancias"
G00Q174,"No se oye mas comun declamacion en todas partes, que èsta:","Lucio es un ingrato, es un Hombre, que entrega â el olvido los mayores favores, pues en el tiempo de su miseria le socorrì con generosidad, y ahora que yá de nadie necessita, no hace caso de quien tanto le sirviò","Vm. tiene razón, y es muy cierto, que si es assi como lo publìca, que se halla con bastantes motivos su quexa."
G00Q176,"Nunca le ví con recelo, ni sospecho de mi procedèr, porque su buen corazon le apartaba el pensamiento de todo lo malo: es verdàd que no tenìa de què: bonita soy yo para esso: hablàr, chanzeár, y divertirme con todo el Mundo, que esto no es ningun sacrilegio: pero meterme en honduras, guarda Pablo, esso no, que no soy tan tonta, que no sepa donde me aprieta el zapato.","Tenía muchissima confianza de mi, como que se hacía cargo de la prenda, que tenìa en Casa.","De esta manera lo passaba como una Reyna, servida, cortejada, y llena de Visitas â todas horas: sin que por esto, Señora Pensadora, me llevássen algun pedazo: entonces estaba alegre, contenta, gorda, y hermosa, que era un regalo el verme: bien podìa meter ruído en todas partes, y mas de quatro embidiosas tenía, porque sin dificultad me llevaba las atenciones de todos: sin que por esto diesse con los precipicios, las ruínas, los riesgos eminentes, que Vm. promete de su propria cosecha."
G00Q177,"Una, y otra opinion he visto defender, pero siempre hablando de los Yernos, que saben cumplir con su obligacion, y son capaces de fomentàr, y conservàr las haciendas, que les entragaron: pero de los descuydados, y ociosos que no tienen industria, ni la solicitan para adelantár el Caudal de sus Hijos, de estos no se habla en la qüestion, porque estos deben sér tratados, no como utiles, y bien quistos à sus Suegras; sino como Hombres viles, acreedores del desprecio, y dignos del mas cruel olvido.","En pocas partes del Mundo se vè con mas frequencia este desorden, que en esta Ciudad.","Es grande el número, de los que abandonando los despreciables lugares de su nacimiento, obligados de la natural miseria de sus Países, y sin mas arbitrios que una crianza bastante humilde, y muchas ganas de juntar Doblones, se amparan de esta Ciudad, los que á pocos años de vivir entre nuestras patrias abundancias, se acostumbran tanto á las profusiones, que sin dificultad exceden à los mismos Naturales en las prodigalidades, á las que con dificultad pueden subvenir sus industriosas ocupaciones."
G00Q179,"y si hé de confessar la verdad, me discurrìa por dichosa quando conseguìa un Hombre por Marido, que daba â entendèr, pondría todo su cuydado en corresponderme, y desvelarse en amarme: de modo que yà estavan demás los ruegos, quando se puso engañada de su parte mi voluntad.","Estas fingidas esperanzas, y las importunas ponderaciones de todos los que me trataban, como conquistados de sus regalos, me llevaron voluntariamente â manos de mi mayor desgracia.",-
G00Q180,"Diràn muchos, que se discurre bien desde seguro, y fuera de las tristes escenas de los llantos que dista mucho lo que aconseja como factible, de la pràctica en las ocasiones, que se ofrecen de pesar: que es pretendèr una locura, querèr que los Hombres se muestren insensibles â las desgracias, quando es tan natural el sentimiento.","Si esto intentàra, sería un disparate: lo que culpo, y condeno como indigno, no es aquel sentimiento discreto, que se forma de los males, regulandole siempre con lo justo, para que no exceda su linea, y passe â ser impaciencia, ô desesperacion: no es este, porque assi es precisso, y honesto;","y de lo contrario serìa no tenèr discurso, ni facultades racionales: pongo por objetos de mi reprehension aquellas aflicciones ponderadas, aquellos mugeriles desmayos de espiritu, y aquel negarse de proposito â los consuelos de la razòn, y los Amigos: dexandose llevár tan neciamente del pesar, que parece hacen vanidad del sentimiento: esto es lo que rebato, y esto es lo que caracteriza, â los Hombres de apocados, cobardes, ê inutiles: dexandoles en el grado de que se les mire con lastima, y no con compassion: pues en lugàr de entristecerse de sus penas, quando tanto se sujetan â sus insultos, causan lastima, por considerarles tan lejos de parecer Hombres de juício"
G00Q201,"Si es antigua la charlatanería en otras Facultades, no lo es menos en la Medicina.","Examinense las Historias de los Egypcios, y de los Hebreos, y se encontrará crecido numero de impostores, que abusando de la débil credulidad de los hombres, se jactaban de curar las enfermedades mas inveteradas, por medio de amuletos, talismanes, adivinaciones, y especificos.","Tambien los Griegos, y Romanos se vieron inundados de esta plaga."
G00Q183,"Estoy perdido, y aún me hè querido pregonàr, por vér si me encuentro; pero el impossible de conseguirlo me lo hà borrado de la cabeza.","En fin Vm. no estrañe el modo de explicarme, porque realmente estoy loco, no sè lo que me digo: y lo peor es, que aunque lo conozco, no lo puedo remediár","Mas por si acaso Vm. como sabe tanto, segun publìca la misma ociosidad, discurre algun remedio, para que vuelva â el estado de mi antigua inociencia, la suplìco por esta Carta me le communique, esperando de su buen genio, no me escasearà la respuesta: y para que se entère de mi accidente, prevenga de atenciones su discurso."
G00Q184,"¿Para decirme, que tiene â un Primo suyo por Cortejo, y que duda, que por ser su Pariente se deslize à la nota del Mundo, y se vèa comprehendida en las satyras, que se han suscitado contra las Damas Cortejos, tenia tanto que discurrir, ni molestarse?","Señora Culta, su Carta es un farrago de los mas despreciables, y en su obscuro contexto se mira la satisfaccion de su duda.","¿No dice Vm. que se quieren, y que el tal Señor mio la pondera su afecto?"
G00Q185,"Una de dos: ô las Mugeres solas hàn de ser las Curiosas, y las que se desvelen en andár rastreando quanto sucede, para hacerlo sabroso plato de sus Visitas; ô yá que las Pelucas nos quitan el laurél en esta hazaña, se les debe imponer perpetuo silencio, ê impedìr nos hagan complices de un delito, que ellos posseen como diversion festiva, è inocente.","Yo por mi desgracia me hallo Casada con un Curioso tan fino, que por la menor novedad que se le presente, se estará dos dias sin venir â casa, hasta conseguir hallarse informado de sus menores circunstancias, para despues tener assumpto flamante en las Tertulias","Si el Amigo se pone alguna gala, si la conocida estrene la mas despreciable friolera, todo le alborota, y hace las mas exactas diligencias por sabèr de donde saliò su importe, de donde hà venido: si há sido regalo, quién, y por què causa: si comprado, quando, y còmo: y este mismo, como todos, llama â las Mugeres Curiosas, y pondèra por insufrible nuestra curiosidad."
G00Q203,¿Ygnoras por ventura que no es dable consiga sacrificios como Diosa quien muger se acredita en lo mudable?,"Llega á tanto nuestra estoildéz, que pasa los limites de lo racional, pues nos dexamos regir de la vanidad, monstruo tan poco escrupuloso, que vive contento en las lobreguezes, siendo solamente éco que resuena, afan de desperdicios, tarea de inutilidades, tela de Arachne, y finalmente, carencia de un todo.","Este, pues, aborto de la naturaleza, es quien fomenta la tirana moda, que nos excita á salir de nuestra esfera, siendo tan vigorosas sus fuerzas, que nos arrebata, y usurpa los caudales, forzando à servirnos graciosamente de los que quiera presentarnos su capricho."
G00Q205,No pensaba ella sino en los medios de hacer á su marido mas llevaderos sus trabajos.,"Se le presentaba siempre lleno el semblante de serenidad, y tan contenta como pudiera en medio de la abundancia y las riquezas.","El dia que no tenian que comer parecia mas alegre aún, y mas risueña de lo que acostumbraba."
G00Q187,-,"Pero vease â uno de estos tenidos por infelices, que bien hallado con su suerte, vive apartado de la confussion de las Cortes, y Ciudad es","Apenas el Sol esparce sus luces sobre el Horizonte, quando abandonando el lecho, dueño de si mismo, y llevando en en"
G00Q206,"Si lo que trabajó para sus amigos, lo huviera hecho para sí, le veriamos hoy colocado en uno de los primeros empleos.","Y estos mismos amigos le miran con indiferencia, punto menos que en la miseria de que él los sacó, y de que son ellos la verdadera causa.",¡O tiempos!
G00Q186,"El mas felíz afortunado puesto â la frẽte de sus negocios, lleno de sobresaltos, oprimido de varias imaginaciones, y desvelado por añadir pabulo â la insaciable llama de su Avaricia, en las estimaciones que disfruta, en los buenos sucessos que logra, y en la grandeza de que se vé posseedòr, halla otros tantos motivos que le desvelan, le afligen, y mortifican","Se vè sujeto â las trayciones, expuesto â los engaños de tantos viles intentos como procuran usurparle su hacienda.","Entre la suavidad, y delicadeza de las Olandas, y lecho dorado no puede conciliar el sueño: allì de tropèl le assaltan los cuydados crueles, le asustan las tormentas que teme, las Guerras que rezela, la escaséz, y la abundancia le inquietan, nada le lisonjea, y siempre en un continuo desasossiego, la cama, que â el mas infelìz Labrador es el lugar del descanso, y sossiego, donde dán punto las diarias molestias de sus fatigas, es para este infelìz duro campo de batalla, donde padece afligido los fieros assaltos de los enemigos de su descanso, y quietud."
G00Q207,Es muy digna de notarse aqui la legislacion de los Romanos sobre este punto.,"Esta sábia República tenia establecida la pena de muerte muy raras veces, y solo por crimenes muy graves.","Con todo eso, en las leyes de las doce tablas se hallaba impuesta esta pena contra qualquiera, que por medio de algun escrito huviese desacreditado à un Ciudadano."
G00Q189,"Apartose con esto, dexandome anegada en un mar de confusiones, y llena del mas honrado pudor â el vèr proposicion tan atrevida.","Mil veces quise matarme, pero mi desgracia quitò el valor â mi determinacion: y combatida por los fingidos halagos de al",y quedando yo la Muger mas inféliz del Mundo; pues en medio de tantos obsequios lloraba mi honor sacrificado â una ruindad.
G00Q210,Paysano y Amigo: no estrañe Vm. que no concurra hoy à la cita de ayer: no estoy enfermo;,"pero un accidente peor para mí que una buena enfermedad me obliga à guardar Casa por algunos dias, y à no presentarme donde Gentes me vean la cara, hasta que à todas se les haya borrado de la imaginacion mi fisonomía.","Creo que si saliese por esas calles, habian de soltar la risa quantos me viesen."
G00Q212,"Pero el ocioso, que no tiene oficio alguno, ni cosa en que entretenerse, está siempre pidiendo, que lo necesite, ò no: ruega, sigue, importuna à quantos se le presentan.","Sabe valerse, perdida enteramente la verguenza, de mil artificios, que el uso, y una larga experiencia le han enseñado, para aparentar su miseria.","Tales son los gestos estudiados, los clamores modulados, las vendas, y unguentos que hacen parecer llena de ulceras la pierna mas sana, y mas robusta del mundo, las llagas mantenidas con estudio, y otros embustes de esta naturaleza, que no podrian sostenerse en un Hospital de impedidos; pero que se sostienen admirablemente en medio de una calle, ò à la puerta de una iglesia."
G00Q213,"Yá sabe Vm. la altura en que yo estaba con mi Señora Doña G : la satisfaccion, la intimidad, la confianza con que se me trataba.","Pues, Amigo, sepa Vm. que todo se lo llevó el diablo, si Vm. no me vale;","y por consiguiente todas mis esperanzas que, como Vm. no ignora, están fundadas en el Marido de Madama."
G00Q214,No puede negarse se halla en esta Carta el carácter de sencilléz y claridad propias de un buen Inglés.,"Si tal vez sus expresiones son un poco atrevidas, y sus comparaciones odiosas, deben permitirse à un hombre, que no ha nacido con la obligacion de hablarnos segun nuestro gusto.","Por lo demás el Público juzgará de su contenido, cuyo juicio no me es licito prevenir."
G00Q191,"¿qué les pareció à V.ms. la novia? ¿No es verdad, que embestia con aquel vestido? Pues el aderezo, que tenia, no es cosa.","Tal qual diamantillo tiene; pero lo demás son chispas, y todo ello de muy mal gusto.","¿Y el novio? ¡Jesus, qué hombre tan cerril! A mí me pareció que estaba espantado."
G00Q215,¿quánto mejor estaría frente à frente del toril en una tarde de toros?”,"A mí me hizo reir este ofrecimiento, mas no asi al otro, à quien antes le irritó tanto, que à breves razones vino à decirle que era un herege, y que su proposicion era no tan solamente impía, heretica, erronea, y escandalosa, sino tambien capciosa, y piarum aurium ofensiva:","y apurado un poco añadió, que se la daría condenada in terminis en el Concilio Lateranense."
G00Q192,"Una dosis mas, ò menos fuerte de Eleboro, nos huviera sacado de cuidado; pero si el mal se propaga à las demás clases, pide otra atencion. Min","La epidemia, Señor, ha cundido tanto, que el infierno no se conoce, ni las gentes se entienden.","Los Albañiles, que trabajaban en la habitacion antigua de vuestra grandeza, han tenido que suspender la obra, porque no podian hacer carrera con los peones"
G00Q216,"Pero otro le dice una palabra injuriosa: la sufre con paciencia, y por el infame placer de la venganza no quiere, contraviniendo à todas las Leyes divinas y humanas, exponer su vida, ni la del otro.","Es un cobarde, un vil, un indigno de los honores que goza, y de alternar con quien tenga el corazon bien puesto.","Otro al contrario, la juega con una fiera, sin necesidad, ni utilidad alguna, ò acaso por un vil interés."
G00Q196,"Este tiene enteras sus pasiones: gusta de vestirse como un muchacho petimetre, y de comer con regalo: tiene su poco, ò su mucho de cortejo: es amigo de baylar, y de decir media docena de requiebros à las niñas, y de hacer del Adonis: no sabe el Cathecismo, ni si están abiertas, ò cerradas las puertas de los Templos en los dias de trabajo, ni elevar los ojos, ò el espiritu à quien le dá el pan, de que se sustenta, y el ayre que respira:","¿con qué cara podrá decir este animal, que tiene sesenta años, no haviendo aprendido en ellos à dominar sus pasiones, à despojarse de los antojos de la niñéz, y de los ímpetus ciegos de la juventud, à conocer los principios de su Religion, ni à dár tributo de adoracion al Señor de todo lo criado?","Si éste (que no puede llamarse hombre) dice que tiene treinta años, dice demasiado"
G00Q218,¿No encantará esto á qualquiera hombre de buen gusto por lo oportuno y lo urbano?,"¿Sabia vmd. acaso hasta que nos reveló el secreto dicho venerable Colector de Comedias, que Racine habia sido un imbecil, Cosme Damian, un hombre falto de juicio, y de talento crítico?","Pues si nada de esto sabia vmd., y pasaba miserablemente su vida, ignorando primores tales, ¿por qué no ha de venir el agradecimiento en pos de la fineza?"
G00Q219,Digame Vmd. en Dios y su conciencia (si la puede tener un Censor),"¿qué juicio formaria su merced de un Médico que llamado á curar un Escrofuloso, Elephanciano ó Ethico, descuidase estos tres terribles males, y emplease solamente su charlataneria en medicarle un sabañon ó un uñero?","Estos no son males ni de riesgo ni prolificos, aquellos son contagiosos, malignos, y acreedores á que su cura exîja toda nuestra atencion y cuidado."
G00Q223,"Como vmd. me acredite lo contrario, le repliqué, (á la verdad algo mohino, porque me disgusta no se aprueben todas mis cosas, ya sean malas ó buenas), estoy pronto á mudar de parecer;","pero decir como muchos, eso no vale nada, eso es un asco, y no probarlo, ya vé vmd. que son expresiones muy vagas, muy despreciables, y que todo hombre de juicio se rie de los que fallan por este estilo.","Asi, amigo, pruebas, pruebas, y dexemonos de generalidades."
G00Q224,"Nada se oia, nada se veia en ella sino continuos ataques, continuas piraterias, y ciertas intestinas convulsiones que destruian en un todo la constitucion general.","Homero era un famoso Astrólogo politico, que adivinando las funestas resultas de semejantes desordenes, queria con la moral de su obra curar males tan graves.","Se valió para conseguirlo de la voz de la razon, de la fuerza de los exemplos, de la magestad del estilo, de la pompa de las palabras, y de los encantos de la Poesía."
G00Q226,"En ninguna de quantas Cartas tengo escritas á vmd. le he dado noticia de mi salud, ya fuese porque no le considerase de los mas interesados en ella, ya por descuido natural: pero ahora me veo en la precision de decirle, que hasta el presente la he disfrutado tan robusta que podia apostarselas al mayor necio;","mas como toda cosa mortal declina, hace algun tiempo que la tengo tan quebradiza y delicada como puede ser el honor de una dama en boca de un pisaverde.","Por lo tanto, si acaso en algun correo se hallase vmd. sin carta mia no lo achaque á pereza en escribir, no á que me falten asuntos que comunicarle, ni que pueda haber otro motivo que el dicho capaz de interrumpir mi correspondencia."
G00Q227,¡O si renaciesen aquellos felices tiempos en que en nuestra España iban las mugeres á suplir por sus maridos á los Oficios del Coro!,¡Qué delicia no sería oirlas entonar con sus encantadoras voces el Te Franciscum laudamus por alguna victoria contra infieles!,"En fin si no temiera cansaros, con gusto os contaria, amados Clientes mios, otros mil primores no solo teológicos y morales sino tambien históricos y políticos que se hallan en este libro."
G00Q228,"Ya iban á acabar conmigo todos estos sentimientos; quando quiso mi fortuna darme á conocer el principio de donde dimanaban, y el remedio que me habia de sanar de todos ellos.","Deje de pensar por un rato, y ve aqui que de repente se deshacen todas mis dificultades y temores.","Que importa, decia yo, que me haya abandonado un Cliente, si militan bajo mis banderas una infinidad de Sabios, que es supuesto que lo son, y que exigen de justicia mi poderoso patrocinio?"
G00Q229,"Sepa Vm. que, asi como á muchos no hacen mella los Gritos del Purgatorio, tampoco la hacen en nosotros los gritos de la ignorancia.","¿Quántos hay todavia en nuestra España, muy revestidos de Doctores, que no se desprenderán de sus errados systemas, aunque se les ponga á los ojos la evidencia?",¿Quántos que preciados de Maestros en las Ciencias no saben todavia sus principios?
G00Q231,Tenia yo (lo confieso) mi poquitito de envidia al ver que el Domine Censor y su Corresponsal nos daban en cuerpo y alma mil cartas que se les remitian;,"y como nadie hasta ahora se habia acordado de mí para este efecto, y debia trabajarlo todo por mí mismo, me iba desanimando poco á poco de mi empeño.","Pero, gracias á Dios, ya llegó tambien mi hora, y tengo la satisfaccion de publicar no una Carta como quiera, y en que yo no haya tenido parte alguna;"
G00Q234,Entretanto veía perderse mi credito de dia en dia.,"La miseria iba á oprimirme, y no me quedaba ya sino este infame medio para librarme de una inminente ruina.","La persuasion, las amenazas, la pintura de la infelicidad que nos esperaba, vencieron por ultimo la resistencia de mi esposa."
G00Q236,Como si la intencion de la Iglesia no fuese que nos mortifiquemos no menos por la sed que por el hambre.,"¿Quién no se horroriza de estas mesas, en las quales nos abstenemos, á la verdad de los manjares prohibidos;","pero les substituimos otros de mayor precio, mas exquisitos, mas delicados, que irritan mas el apetito, y lisongean mas el paladar, y usamos de ellos con la misma profusion que en los tiempos de licencia?"
G00Q238,"pongamela Vm. de buen humor porque acabo de hacerla una trabesurilla, y si Vm. no lo remedia me temo que hemos de estar esta noche de Aguilas Imperiales.","Le hemos manifestado varias veces quán impropias nos parecen de un hombre bien educado, y quanto nos ofenden éstas y otras expresiones;",pero no hemos conseguido sino empeñarle mas y mas en sacarnos los colores á la cara.
G00Q241,¿La industria y el Comercio de Cartago no fueron su ruina?,"¿Roma, en fin, no fue el terror de las Naciones, en tanto que ningun Ciudadano tuvo por pequeña la porcion de tierra que bastaba para mantener á un hombre:",y de una tropa de malhechores y esclavos fugitivos no hizo la frugalidad y parsimonia los señores del mundo?
G00Q243,"El ardor con que Caton iba á proseguir en su vehemente declamacion se interrumpió de repente con los gritos de una turba de jovenes, que no se que novedad inesperada atrahia al foro.","Vuelve la cabeza el venerable anciano, y vé ¡ó dolor! ¡ó oprobio!","vé á su nieta, á la hija de Porcia sentada en un carro magnifico y ocupada en limpiar el rostro de uno de aquellos plebeyos que cuidaban de las rentas baxo la intervencion de los Caballeros Romanos."
G00Q244,"(sin duda con la intencion de que el mayorazgo no saliese de la linea) y asi aunque veían me dominaba la pasion del miedo, no tiraron á quitarmela, ni á fortalecer mi corazon;","antes mas me le afeminaron, y era tal el temor que me causaban los Duendes, que en oyendo á á",¿cómo podia yo (¡mal de mis pecados!) causar miedo á quien venía á ponermele?
G00Q245,"Como soy tan medroso, me sucede lo que á los niños, que si entre dia acierto á ver alguna cosa triste, lo mismo es quedarme dormido, que soñar al instante sobre aquello mismo.","Quiso mi desgracia que en aquella tarde viese entre varias Sombras la representacion de un Entierro, que no parecia, sino que ni mas ni menos era un Difunto que llevaban á la hoya entre quatro Terceros:","pues quando á mi parecer estaba bien dormido, imagino que veo junto á mí á mi compañero el Duende, y que muy furioso me cogió del brazo, llevóme por el ayre, y sin saber cómo, me metió por la puertecilla, ó escotilla de un desvan, tan lleno de telarañas, que aun despues que volví en mí, tuve que sacudirme la cabeza por un buen rato."
G00Q246,"Yo soy uno de los apasionados á las Comedias Españolas, concurro con indiferencia al Coliseo de la calle de la Cruz, ó del Príncipe, porque siempre han sido para mí odiosos los partidos de Chorizos, y Polacos;","á todos los Actores los estimo con igualdad, y miro por sus intereses, adelantamientos, é instruccion, escribiendo apologías imparciales en defensa del Teatro, y asi en nombre de todos los Cómicos Españoles te doy ahora la agencia de los Coliseos de Madrid, con la precisa condicion de que has de repartir este papelito con la mayor brevedad para que se vea en el tribunal de los Literatos.","Le respondí, que me parecia que la causa era buena, y que todo se podia remediar con mi eficácia y maña:"
G00Q247,"Por detrás de estos edificios asomaban unos espesos montes, que me parecia haberlos visto quando estaba despierto;","y revolviendo en mi memoria quáles serian, se apareció cerca de mí un mancebo de gallarda presencia que uniendo la hermosura con la seriedad presentaba el aspecto mas amable que pudiera figurar la imaginacion.",-
G00Q250,"Un dia tuvo oportunidad de herir una imágen de nuestra Señora, que se veneraba en un Monasterio.","Oyéron los golpes dos menestrales, que trabajaban en el claustro, y saliendo á la Iglesia, no solo viéron á la Imágen bañada en sangre, sino que la oyéron quexarse con amargos y sentidos suspiros.","Lleváronle a juicio, y por no poner el conveniente cuidado el Juez, ni el Abad, salió por libre."
G00Q253,"No obstante procurando esforzarme, y habiendo vuelto un tanto de mi primera turbacion, quise llegarme a ellos para apurar mis dudas é implorar su favor.","Mas yo no sé como entorpecidas por una especie de encanto mis piernas, al primer paso que fuí a dar caí tendido en tierra, de que no sin mucha fatiga pude levantarme.","Víme entónces cercado de aquella gente, que, sin contextar á ninguna de mis preguntas, me consideró inmóvil por largo espacio"
G00Q254,"Mas quiero no tenerlas, que dar motivo á que pregunten por que razon las tengo.",La verdadera gloria consiste en merecer la gloria.,"Porque esas honras vañs ese ouro puro Verdadeiro valor náon dá da gente Melhor é merecellos sem os ter, Que possuidos sem os merecer."
G00Q257,Pero ¿para qué se detienen mis labios en expresiones que recuerdan las tristes sombras que obscurecían la sociedad? Llegó por fin la época feliz del candor é ilustracion.,"La aurora de un nuevo periódico se presenta apacible á la sociedad, y la anima con indecible esplendor.","Ya, ya pueden gloriarse los ingenios de ver sus bellas ideas comunicadas á sus compatriotas."
G00Q258,"A beneficio de él se reformáron las ceremonias casi supersticiosas, que mortifican y oprimen el trato humano: desde entónces desapareció (asi no hubiera vuelto á renacer) el tono pedantesco, que tanto ofende, aquel ayre casi inato de satisfaccion que tanto enfada, y estilo afectado que fatiga.","El sexô femenil se concentró en las gracias naturales y sencillas que le dió naturaleza, suprimió los vaidos fingidos, los melindres pueriles, y dexó de hablar tan á menudo de sus jaquecas y vapores.",El Caballero habló ménos de sus caballos y perros de caza. El Guerrero compendió la Historia de sus campañas.
