ID;Sentence;GPT;Explanation
G01Q61;"El de la izquierda encerraba imprecaciones, juramentos, ansias y congojas";Negative;Words like "imprecaciones", "ansias", and "congojas" have negative connotations.
G01Q62;"Quanto mas lo miraba tanto mas me parecia haberle visto en cierto pais, sin poderme acordar ni del tiempo, ni del parage.";Neutral;A reflection of a memory or a familiarity without a clear positive or negative sentiment.
G01Q18;"Finalmente, era lo mas recóndito de él, y con el auxîlio de nuestros microscopios descubrimos un hombre pequeñito vestido de color de panza de sapo muy a lo petimetre.";Neutral;Describes a discovery without strong sentiment. The description "color de panza de sapo" (color of a toad's belly) and "petimetre" (fop) add flair but not clear sentiment.
G01Q63;"Poco habia yo andado por esta morada, quando vi á lo léjos que remataba en un templo de arquitectura antigua, pero muy regular, y de gran magnificencia.";Positive;The temple is described with words like "regular" and "magnificencia", indicating a positive sentiment.
G01Q64;"Pero una vez que veo con tanto gusto de mi corazon los religiosos sentimientos del suyo, desde luego le doy y recibo la enhorabuena";Positive;Phrases like "tanto gusto de mi corazon" and "doy y recibo la enhorabuena" convey approval and joy.
G01Q64;"Pero una vez que veo con tanto gusto de mi corazon los religiosos sentimientos del suyo, desde luego le doy y recibo la enhorabuena";Positive;Phrases like "tanto gusto de mi corazon" and "doy y recibo la enhorabuena" convey approval and joy.
G01Q65;"¡O miserables traductores!";Negative;The exclamation "miserables" directly points to a negative sentiment towards translators.
G01Q19;"Y finalmente, que le traba como à hombre, para que llegase à serlo.";Neutral;A statement or observation without clear sentiment.
G01Q20;"Si estuviese en su lugar, me decia yo á mí mismo,";Neutral;It's a reflective statement without a clear sentiment.
G01Q20;"Si estuviese en su lugar, me decia yo á mí mismo,";Neutral;It's a reflective statement without a clear sentiment.
G01Q66;"Mi primer intento, dice, fué purgar aquel despreciable embrion de sus muchos errores, para poderlo leer en una tertulia de amigos,";Negative;The word "despreciable" indicates a negative sentiment towards the mentioned subject.
G01Q21;Su trato á todos embiste, à ninguno hace visita, siendo en él cosa exquisita un semblante semi-triste: las tentaciones resiste, pero no cabilaciones, de forma, que las questiones son el manà que sustenta la maquina macilenta de tales obligaciones.;Neutral;While there are elements of melancholy, the overall sentiment seems neutral due to the lack of strong positive or negative indicators.
G01Q67;Señor Regañon: Como buen amante de la patria no puedo ménos de confesar á vmds. que habiendo leido los Números 1 y 2 de su periódico acerca de las costumbres públicas, me llené de alegría al ver los juiciosos y acertados pensamientos que en él se vertian, y me propuse desde luego escribir á vmd. dándole las gracias por su comunicacion, y por el buen zelo que muestra en un negocio que tanto interesa á la felicidad de la nacion.;Positive;The writer expresses gratitude and happiness.
G01Q68;Tambien suelo yo sonar en mi tinaja, porque, aunque no muy ancho, por fin duermo: esto me sucedió la otra noche, que habiéndome entretenido de dia en leer un discurso del célebre Adisson, tuve por el mismo estilo un sueño, que no puedo dexar de manifestar á su Tribunal de vmd;Neutral;Describes a personal experience without strong positive or negative sentiment.
G01Q69;Todavía por nuestra desgracia no se han acabado de desarraygar entre la gente crédula los temores que conservan á los duendes, difuntos y fantasmas.;Negative;Mentions "nuestra desgracia" (our misfortune) indicating negative sentiment.
G01Q69;Todavía por nuestra desgracia no se han acabado de desarraygar entre la gente crédula los temores que conservan á los duendes, difuntos y fantasmas.;Negative;Repetition of previous sentence.
G01Q71;El siguiente nos darà una breve idèa del amor.;Neutral;Provides information without expressing a clear sentiment.
G01Q22;ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda.;Neutral;Reflects a duty to fulfill a promise without strong positive or negative sentiment.
G01Q22;ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda.;Neutral;Repetition of previous sentence.
G01Q23;Otra semana sabrèmos los demás articulos de esta Pragmatica.;Neutral;Informative statement without clear sentiment.
G01Q24;ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda;Neutral;Repetition of previous sentiment and explanation.
G01Q24;ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda;Neutral;Repetition of previous sentiment and explanation.
G01Q25;El cuento es breve, no sé si será compendioso.;Neutral;Reflects uncertainty without a strong sentiment.
G01Q26;Lo mismo dice el Entretenido, y pasa adelante.;Neutral;An informative statement without expressing a sentiment.
G01Q27;La oferta no era friolera: asi fue llamado à un gavinete, en donde estando con el tyrano à solas: el secreto, señor, le dixo, consiste en que V. M. publique que en efecto se lo he comunicado, y para que todo el mundo lo crea, me dé à mí V. M. como en recompensa un millon. Following sentence(s): Un millon! ¿Sabes lo que pides? ¡Un millon! ¿No bastarian diez mil reales?;Neutral;Describes an event without a clear positive or negative sentiment.
G01Q27;La oferta no era friolera: asi fue llamado à un gavinete, en donde estando con el tyrano à solas: el secreto, señor, le dixo, consiste en que V. M. publique que en efecto se lo he comunicado, y para que todo el mundo lo crea, me dé à mí V. M. como en recompensa un millon. Following sentence(s): Un millon! ¿Sabes lo que pides? ¡Un millon! ¿No bastarian diez mil reales?;Neutral;Repetition of previous sentiment and explanation.
G01Q72;Pero baylar como acabamos de vèr, y en Madrid, y esto, como Vmd. dice, para agradar à gentes de depravado gusto, què es, sino degradar la sublimidad de los talentos, y envilecer la capacidad de los hombres.;Negative;Mentions "degradar" (degrade) and "envilecer" (vilify), indicating a negative sentiment.
G00Q52;Nos haria Vmd. tambien un favor, à que deberiamos un eterno reconocimiento, en interesarse con ellos para que yá que la fortuna no ha querido tratarnos mas favorablemente, y yá que no nos es dado gozar todas las ventajas de una Corte, tengan la bondad de dexarnos vivir contentos con nuestra suerte, y con nuestras cosas, y no nos estén continuamente dando en cara con nuestra rusticidad.;Neutral;The sentiment expresses a desire to live contentedly without constant reminders of their supposed "rusticity" or simplicity.
G00Q53;Semejantes al perro de la fabula, que suelta el bocado que tiene entre los colmillos por el que juzga ver en el agua, dexan los verdaderos placeres que la naturaleza les está franqueando al rededor suyo, por otros que les finge su imaginacion à larga distancia.;Negative;The sentence points out a negative behavior of ignoring real pleasures for imaginary ones, comparing it to the fabled dog that lets go of real food for its reflection.
G00Q54;En una palabra, Señores: lo que antes sería ociosidad viciosa, ò inutilidad de vida hoy yá casi es una virtud.;Negative;The sentence suggests that what was once considered wasteful idleness or a useless life is now almost seen as a virtue, a negative commentary on changing values.
G00Q55;Reynaba en todos el contento, y el ayre resonaba con los alegres cantares de que acompañaban su trabajo.;Positive;The sentence describes an atmosphere of happiness and joy where everyone is content and singing.
G00Q56;Que enemigo de toda nueva resolucion sea el Patrono declarado de la holgazanería, el error, y la ignorancia,;Negative;Describes an enemy of change as a supporter of laziness, error, and ignorance.
G00Q57;Le confieso á vmd. que me tuvo largo tiempo en una zozobra no facil de explicarse.;Negative;Confession of having been in distress for a long time.
G00Q58;Mi abuelo mataba Moros como asi me lo quiero.;Neutral;The statement is more of a fact about the grandfather, without a clear positive or negative sentiment.
G00Q59;En esa calle que atraviesa, número 6. quarto principal, vive cierto sugeto que tiene una hija única, de edad de treinta y siete años, muy linda de cara, muy rica, muy hacendosa, muy humilde, muy buena christiana, muy juiciosa, y por decirlo en pocas palabras muy completa y acabada.;Positive;The daughter is described with many positive attributes.
G00Q60;No crea Vmd. amigo mio, que lo que habló ese sugeto en el Café sea original, ni tomado de Libros Extrangeros: los ignorantes como Vmd. (perdoneme que le hable con esta claridad) y otros que andan por esas calles de todos estados, clases y condiciones, blasfeman de quanto ignoran: Católico y muy Católico, Español y muy Español, dixo eso y mucho mas un siglo y medio hace.;Negative;Accusatory tone towards the person being addressed, suggesting they speak ignorantly and blasphemously.
G00Q61;Tal es la elegante composicion poética que incluyo á Vmd., y que publicada, serviría de muestra de un Latin clarísimo, que ya va escaseando, y ofrecería al mismo tiempo una provechosa leccion á los que abandonando los estudios que dan honradamente de comer, se entregan á la estéril ocupacion de las Ciencias exâctas, de las Humanidades, y otras fútiles taréas recomendadas por los Modernos.;Negative;Critique of those who pursue "futile" modern tasks instead of traditional studies.
G00Q62;Mis cabellos son mas obscuros que el corazon de un ignorante, y tan largos, que pueden ser envidiados de las mismisimas trenzas de las Ninfas del Parnaso, mi cuerpo es tan alto como pueden ser los pensamientos de Vmd. con el aditamento de un tallecito mas estrecho que la mano de un avaro.;Neutral;Descriptive, comparing physical attributes to various exaggerated or poetic standards.
G00Q64;Es una vergüenza, un escándalo;Negative;Clearly states that something is a shame and a scandal.
G00Q65;¿Hé de verme yo obligada hasta la muerte (que continuamente estaré deseando por considerarla término de mis infelicidades) á hacerme criada del que aborrezco?;Negative;Expresses deep unhappiness and a desire for death over being forced into a subservient role.
G00Q66;¡Cómo podré sufrir las finezas de la obligacion de mi consorte, quando le aborrezco!;Negative;Expresses deep aversion towards the obligations towards a spouse whom they detest.
G00Q67;Donde el frio es excesivo y no permite á los Americanos andar desnudos, es notorio que visten de pieles para defenderse de su rigor: y nosotros pudiendo usar de otros arbitrios de que carecen aquellos Salvages, compramos dichas pieles á excesivos precisos, siendo en nuestra opinion el mas magnífico y noble adorno con que nos podemos presentar en las mas brillantes y numerosas concurrencias.;Neutral;Describes cultural differences in attire due to climatic conditions.
G00Q68;Nada tengo de zeloso, y antes me fastidian notablemente los maridos que andan siempre aforrados en sus mugeres.;Neutral;Although the speaker states he is not jealous, he then expresses annoyance at overly possessive husbands. The two sentiments offset each other.
G00Q69;Semejantes al perro de la fabula, que suelta el bocado que tiene entre los colmillos por el que juzga ver en el agua, dexan los verdaderos placeres que la naturaleza les está franqueando al rededor suyo, por otros que les finge su imaginacion à larga distancia.;Negative;The sentence criticizes individuals who forsake real pleasures for illusory ones, akin to the fabled dog losing its bone for a reflection.
G00Q70;El leon sabiamente ocupado en dar curso á objetos importantes de su real instituto, Llamó á los Abogados, y Jueces de este asunto, y con voz muy severa como Rey les habló de esta manera.;Neutral;The sentence narrates an event without expressing a clear positive or negative sentiment.
G00Q71;Pruebolo asi (continué yo) sin embargo de no ser hombre de carrera, pero sí un bonus vir con su alma tal y tan racional como la del Autor del papelito intitulado los Censores del Censor, y la añadidura de ser mis estudios, igualmente tal y tan buenos como pueden ser los del susodicho venerable, y no espere Vmd largos silogismos, brevemente expondré mi sentir, pruebolo asi, repito.;Neutral;The speaker is emphasizing his point, yet the overall sentiment seems neutral with a hint of sarcasm or irony.
G00Q72;No puedo sufrir ver hacer actos de virtud y devocion á los logreros, usureros, comerciantes de mala fé, avaros, codiciosos, y á los de una economia sórdida.;Negative;The speaker can't stand seeing virtuous acts from people he views as untrustworthy, emphasizing a negative sentiment.
G00Q74;No Señor, no soy yo asi, no soy ningun satírico chocarrero, yo hablo de veras, y con vm. en todo caso no me habia de chancear.;Neutral;The speaker is asserting their sincerity and denying any intention of mockery, which doesn't lean clearly towards positive or negative.
G00Q75;¡Qué bien sabrá discernir el caracter de los hombres!;Positive;The phrase implies that someone has a good ability to understand or judge character.
G00Q76;Tambien es de admirar el entusiasmo con que sus mercedes nos pregonan, y aun nos muelen la cabeza con sus globos, con sus gases y aereas caminatas, ni mas ni ménos que si ellos lo hubieran proyectado y discurrido.;Negative;The sentence suggests annoyance at those who constantly talk about something as if they had created it.
G00Q77;Aunque supongo vuestra universal erudicion en todo género de literatura, no es razon que empleeis vuestro talento en aquellas ciencias que por su aridez y abstraccion os deberian obligar á que anduvieseis siempre pensativos, y como fuera de vosotros, con notable perjuicio de vuestra importante salud.;Neutral;The speaker acknowledges someone's wide erudition but advises against immersing too deeply into abstract sciences, for the sake of health.
G00Q78;Pero vea Vm. que diablo de hombre: antojosele ponerla unas notas ó glosas de su cosecha, que todo lo hechan [sic] á perder, de suerte que ya no vale tres pepinos, ni se puede leer sin asco: he aqui la grande habilidad del Censor.;Negative;The speaker criticizes a person for making unwelcome annotations, indicating a clear negative sentiment.
G00Q79;Ultimamente, para que ninguno de vosotros se atreva en lo sucesivo á quexarse de que soy escrupuloso y nimio en los preceptos que os doy, ligandoos precisamente á su literal observancia, asi como os impetré facultad para escribir, aun sin los necesarios requisitos, la he conseguido igualmente, y os la concedo amplísima para apologizaros á vuestro gusto, y para alterar, trastornar, pervertir y torcer, como quisiereis, quanto se escriba contra vosotros.;Neutral;Despite the lengthy nature, the sentiment appears neutral with a potential undercurrent of irony or sarcasm.
G00Q80;No puedo menos de irritarme al oir semejantes despropositos y locuras.;Negative;The speaker expresses irritation upon hearing nonsensical talk, clearly indicating a negative sentiment.
G00Q81;Pero la zorrilla Les dixo con gracia: No muelan ustedes, Y esten enteradas Que este y otros monos Que van en dos patas, Lo critican todo Sin saber de nada.;Negative;The fox critiques humans (or monkeys on two legs) for criticizing without knowledge.
G00Q82;El segundo defecto que vmd. me nota es que llamo alto al dolor ó sentimiento de Inés, y maligna á su pesadumbre ó pesar, que vale lo mismo, cuyos desaciertos se contienen en los quatro siguientes versos.;Neutral;The speaker is discussing a criticism made about their choice of words without expressing a strong sentiment.
G00Q83;Deliberé poner en práctica mi intento á toda costa, y que á pocos dias de casado comencé á ver la imagen funesta de mis infortunios, y á sufrir todas las penalidades que me anunció.;Negative;The use of "imagen funesta", "infortunios", and "penalidades" evoke a negative sentiment.
G00Q84;Que yo pobre de mí me veía lánguido y estenuado, postrado en una cama, abandonado hasta del mas ínfimo sirviente.;Negative;Words like "pobre de mí", "lánguido", "estenuado", "postrado", and "abandonado" indicate a negative tone.
G00Q85;De esto nace que el señor Don Bartolo se constituya paseante de Villa, y que esta única y exclusiva ocupacion le impida el sujetarse al trabajo para mantener con su sudor su infeliz é inútil exîstencia;Negative;Terms like "infeliz" and "inútil" provide a negative sentiment.
G00Q86;Los desgraciados no ven en su padre un protector y zelador de sus felicidades, y sí un monstruo que solo les ha dado el ser para que sean testigos de sus delitos, y esclavos de sus desordenados é injustos caprichos, estas son pues las conseqüencias del juego inmoderado.;Negative;The overall tone is negative with words like "desgraciados", "monstruo", "delitos", "esclavos", "desordenados", and "injustos".
G00Q88;Considerad pues, que si no tiene a una buena educacion, en vosotros ha consistido, á pesar de todo lo que podais decir, y sabed finalmente que un hombre honrado, aunque ignorante, es mas digno de respeto que uti hombre malo lleno de ciencia.;Positive;The sentence highlights the value of being "honrado" over being knowledgeable but "malo".
G00Q89;Para hacer que se aborrezca lo malo y se ame lo bueno, agregaré siempre el placer á esto último, y el odio á lo primero.;Positive;The intent to promote love for the good and disdain for the bad, with an emphasis on "placer", suggests a positive sentiment.
G00Q90;No conocen el dulce placer que resulta de haber socorrido al indigente, y de tomar parte en sus necesidades, y no han gustado aquel consuelo, que tal vez arranca lagrimas á un corazon tierno y sensible al ver el reconocimiento de una familia que ha probado los efectos de su beneficencia;Positive;Phrases like "dulce placer", "consuelo", "corazon tierno y sensible", and "reconocimiento" give a positive tone.
G00Q91;El padre no podia fiarse de su hijo, la mujer engañaba al marido, el criado era infiel á su amo, la sana amistad, la tierna fraternidad no eran mas que máscaras que ocultaban los mas perversos designios: toda virtud estaba desterrada, reynando en su lugar la hipocresía.;Negative;Words like "engañaba", "infiel", "máscaras", "perversos", "desterrada", and "hipocresía" indicate a negative sentiment.
G00Q92;Si se tropieza con alguno de estos ignorantones de por vida, cuya vanidad y obstinacion son todavia mayores que su necedad, se echa mano del ridículo, de esta feliz arma que ha libertado á la nacion de muchos malos autores, y con esta diversidad de estilos se instruye al público, y se observa aquello de...;Negative;While the end of the sentence is cut off, the mention of "ignorantones", "vanidad", "obstinacion", "necedad", and "ridículo" all provide a negative sentiment.
G00Q93;Y si por el contrario merecen e desprecio y olvido, debe clamar contra ellas para que no suenen entre los hombres, y mandar se quemen los libros que las contienen, ó al menos mandar expurgarlos: poco quedara de ellos si esto se hace.;Negative;The concepts of "desprecio", "olvido", "clamar contra", "quemen", and "expurgar" all point towards a negative sentiment.
G00Q94;En estos dudosos é incomprehensibles principios resolvió el Doctor Brown fundar su sistema, un dia en que, segun todas las apariencias, habia usado con exceso de su remedio favorito contra la gota, y estaba, como solemos decir, á mas de media carga.;Negative;Phrases like "dudosos", "incomprehensibles", and "usado con exceso" suggest a negative tone.
G00Q95;Pero todos estos habladores estúpidos y orgullosos, fanáticos ó temerarios, parecia que unian sus gritos para hacer una sola súplica.;Negative;The mention of "habladores estúpidos", "orgullosos", "fanáticos", and "temerarios" indicate a negative sentiment.
G00Q96;Para decir que esta comedia no es buena no hay necesidad de ensangrentarse añadiendo que el discurso preliminar es un fárrago de ideas insulsas é inconexas expuestas en un estilo todavía mas insulso y despreciable, sin conocimientos, ni gusto, ni lógica siquiera;Negative;Words like "no es buena", "ensangrentarse", "insulsas", "inconexas", "insulso", "despreciable", and "ni lógica siquiera" provide a negative sentiment.
G00Q97;No puedo comprehender el origen de tu cobardía, me confundo quando miro tu flaqueza, y que tus contrarios, aunque débiles, han conseguido su fin: quando me creia que ganarias la batalla, te observo entregado á discrecion, rendido por fuerzas inferiores, y asaltada y destruida la fortaleza de tu ciencia;Negative;The use of "cobardía", "flaqueza", "débiles", "entregado", "rendido", "asaltada", and "destruida" all convey a negative sentiment.
G00Q98;Ebrios voraces entregaos libremente á vuestros detestables vicios, que no dexareis de experimentar cargado extremamente vuestro obeso cuerpo, perdido enteramente vuestro juicio, y hecho el oprobio hasta de vuestros mayores amigos y parientes.;Negative;The overall tone is negative with words like "ebrios", "voraces", "detestables", "obeso", "perdido", and "oprobio".
G00Q100;Pero yo entiendo que este dictado no le corresponde por la indolencia que en él se advierte de insertar á troche y moche quantas cartas se le dirigen, y da al público como su madre las parió.;Negative;Words like "indolencia", "á troche y moche", and the overall critique of the addressed person's approach convey a negative sentiment.
G00Q101;Honrado sin afectacion, sincero en realidad, complaciente sin baxeza, servicial sin interes, humano y benéfico, es el santuario de la virtud.;Positive;The adjectives "honrado", "sincero", "complaciente", "servicial", "humano", and "benéfico" all portray a positive sentiment.
G00Q102;Mi hermana hace ya tres años que está viuda.;Neutral;The statement is factual about someone's marital status and does not inherently convey positive or negative sentiment.
G00Q103;Mientras esto, no se remedie de algun modo, no hay que contar con algun adelantamiento ni mejora.;Negative;The need for remedy and lack of "adelantamiento" or improvement suggests a negative sentiment.
G00Q104;Es cierto que el amor propio conociendo esta verdad suministra á los vengativos razones especiosas para cohonestar sus feas acciones, pero estas mismas demuestran su debilidad y falta de talento.;Negative;Phrases like "vengativos", "feas acciones", "debilidad", and "falta de talento" provide a negative sentiment.
G00Q105;El hombre tierno y compasivo es el que disfruta las riquezas, y no el avariento que las amontona, ni el mundano que las malgasta en falsos placeres;Positive;The first part of the sentence, emphasizing "tierno y compasivo", is positive. The latter part contrasting with "avarento" and "mundano" is negative, but overall sentiment leans positive.
G00Q106;Y por último, manifestó su piedad y religión quitando del suplicio a tres reos que iban a ser ajusticiados (juzgo) que en un día privilegiado.;Positive;The act of showing "piedad" and saving three prisoners is portrayed in a positive light.
G00Q107;Porque tú no dudes que la mujer muy hermosa (por lo común) es el peor enemigo del hombre: si es honrada, tiene que defenderse y defenderla de los seductores, si no lo es, tiene que guardarse de ella y de ellos.;Negative;The sentence portrays a "mujer muy hermosa" as "el peor enemigo" and focuses on dangers and defenses, which suggests a negative sentiment.
G00Q108;Nó se metió con las Damas, que el Duende es mui Caballero, i ni aún en chanza les falta á las Dámas el respeto.;Positive;The emphasis on respect and chivalry, "Caballero" and "respeto", portrays a positive sentiment.
G00Q109;Gente víl, por fin i postre, si no refieralo el hècho.;Negative;The term "gente víl" provides a clear negative sentiment.
G00Q110;Los presumidos que llevan comunmente la voz en las Tertulias, y Estrados, se valen de esta propia manìa de la Moda, para encubrir, y cohonestar su insolente ignorancia.;Negative;Phrases like "presumidos", "manìa de la Moda", and "insolente ignorancia" indicate a negative sentiment.
G00Q113;Pues en medio de los aplausos, que les daba el Pueblo, les llenaban de baldones, è injurias, gentes que alquilaban para burlarse de ellos, y de sus glorias, à fin de humillarlos, y de darlos à conocer el poco caso, que merece una Grandeza precaria, y concedida por un momento.;Negative;Terms like "baldones", "injurias", "burlarse", "humillarlos", and "Grandeza precaria" convey a negative sentiment.
G00Q114;Què de gentes de todas classes, y estados se confunden allì, sin respeto, ni consideracion para nadie!;Negative;The lack of "respeto" and "consideracion" suggests a negative sentiment.
G00Q115;Si no le asusta, altera, ni inquieta la Critica, ni las murmuraciones, tampoco le hinchan, engrien, ni ensobervecen las alabanzas, y gloria del acierto.;Neutral;The statement is balanced between the effects of criticism and praise, suggesting a neutral sentiment.
G00Q117;No hay peor compañia, que la de ancianos encaprichados del privilegio de sus años, que reducidos al silencio, dicen, que las materias no son para los de edad regular.;Negative;The phrase "No hay peor compañia" and the portrayal of "ancianos encaprichados" suggest a negative sentiment.
G00Q119;El Principe que viò el engaño de sus cabellos, la dixo con estudiada indiferencia: què partido tomaria, si la diessen à escoger entre ser cana, ò calva.;Neutral;The statement is about a prince commenting with "studied indifference", neither overly positive nor negative.
G00Q120;Pero con hacienda presente, con titulos en prespectiva, con nacimiento aventajado, que no puedan las consideraciones placenteras dèl gozar: y por esto es dificil resolverme à renunciar à los recreos, y diversiones ruidosas de la Corte.;Positive;Mentions the pleasures of enjoying and the difficulties of renouncing lively diversions, indicating positive sentiment.
G00Q121;Los que llamamos Poderosos, viven en una esplendida, y orgullosa miseria, siempre necessitados,;Negative;Describes the "powerful" as living in splendid and proud misery, implying negative sentiment.
G00Q123;Sin embargo de las restricciones de tu honestidad, todo te viene como pintado, y es en tì primor aun el descuido.;Positive;Describes someone's qualities in a positive light, mentioning that everything suits them, even carelessness.
G00Q124;Considereme Vm. pues, raro, delicado, sin contemplacion, pagado de mi dictamen, engreído con un cierto merito, que me he figurado, y finalmente, haciendo tanta vanidad de mi Philosophia, como pudiera un Principe de sus titulos, y de sus Estados,;Neutral;Self-description that balances both positive and negative traits.
G00Q125;Pero aquella Dama, y este Caballero (dice Vm.) son de edad abanzada, para que hayan podido incurrir en semejante ridiculèz!;Negative;Implies that the lady and gentleman are too old to have indulged in such folly, indicating negative sentiment.
G00Q126;Está capáz de entristecer à la compañia mas alegre.;Negative;Indicates that someone can sadden even the happiest company, which is negative.
G00Q126;Está capáz de entristecer à la compañia mas alegre.;Negative;Repeated sentence, same annotation.
G00Q127;Está capáz de entristecer à la compañia mas alegre.;Negative;Repeated sentence, same annotation.
G00Q128;Es solo: incapáz de tener amigos: sin conocer parientes, y casi la mitad de su cuerpo en el sepulcro, y atesora con fatiga para los que han de llenar su memoria de oprobrios.;Negative;Describes someone as friendless, unaware of family, and with half of their body in the grave, all negative sentiments.
G00Q129;Que la Nobleza es una calidad muy estimable en los que la adquirieron, ò la mantienen con acciones dignas, pero inutil, ridicula, y aun despreciable en los que, haviendo nacido nobles, se hacen plebeyos por sus procedimientos.;Neutral;Balances both the positive sentiment towards noble actions and negative sentiment towards those who degrade their nobility.
G00Q130;Yá véo, que esto no es tan facil, como parece, y que esta operacion pide un genio consumado en el Arte, un gusto, una delicadeza, un tacto fino, un discernimiento justo, y un estudio particular del corazon humano, y de las costumbres, y por desgracia ninguna de estas calidades possee el traductor, quando ha cometido error tan grossero.;Negative;While it acknowledges the requirements of a skilled artist, it ends by stating that the translator lacks these qualities and has made a grave error.
G00Q131;Es un Fenix entre los hombres.;Positive;Describes someone as a Phoenix among men, which is a compliment and positive sentiment.
G00Q132;Es un Fenix entre los hombres.;Positive;Repeated sentence, same annotation.
G00Q133;Pero todo esto es inutil, y èl ha hallado el modo de obscurecer las prendas, de que està adornado, entregandose à tantos vicios, y haciendo una vida tan licenciosa, que es el escandalo de la Corte.;Negative;Mentions someone obscuring their qualities by indulging in vices and leading a licentious life that scandalizes the court, indicating negative sentiment.
G00Q134;Conociò su yerro, y procurò enmendarlo escribiendo segunda Carta, que empezò por Mi Señor, pero fuè inutil la enmienda.;Negative;Mentions recognizing a mistake and attempting to correct it, but the correction is described as "useless", implying negative sentiment.
G00Q135;El modo de quedar ayrosos les es muy facil.;Positive;Indicates that it is easy for them to come out gracefully, which is a positive sentiment.
G00Q25;La fama y los ilustres contratiempos Recordará con lágrimas Prosigue Si esto no basta, y te dirá qué año.;Neutral;Mentions fame and illustrious adversities, recalls with tears. The sentiment is mixed due to both positive (fame) and negative (tears) connotations.
G01Q58;Tiene un gabinete muy primoroso donde se retira á las horas señaladas: allí se compone, y allí dice sus oraciones.;Positive;Describes a lovely cabinet and mentions composing oneself and praying, suggesting a peaceful and positive setting.
G01Q70;Pero en obsequio de la verdad debo decir, que para volver á leer la carta del Amigo de los Jóvenes es menester hígados, y que solo por la nota que lleva al principio puede conocerse á lo que se dirige, ni mas ni ménos que los quadros de aquel pintor, que solo se conocia lo que representaban por un rótulo que ponia debaxo;Negative;Describes needing courage to reread a letter, implying that its content is challenging or disturbing. Also, mentions paintings that can only be understood by their label, implying lack of clarity or quality.
G01Q28;Apostaré algo de bueno, à que algun artificio se ha inventado por gentes mal intencionadas, para hacer que llenen de arrugas las mayores bellezas.;Negative;Suggests that malicious people might have invented a trick to make beauties appear wrinkled, indicating a negative sentiment towards the said individuals or the situation.
G00Q73;Mi amiga me ha dicho que Vm. no gusta de las Monjas disgustadas, por esto no hemos de tener quiebra, pues aunque, como he dicho, estuve disgustadilla, ya he caido en la cuenta, y he dado en el punto, conociendo que mas son los bienes que los males.;Neutral;While it mentions the displeasure regarding unhappy nuns, it also indicates a realization of the good outweighing the bad, resulting in a balanced sentiment.
G00Q111;Rióse el amigo, oyendo los despropositos del Oficial codicioso, y le dixo: Bien conozco, que le acomodara à V.m. bellamente el titulo de Marido, y que lo serà de gusto, y à la Moda.;Neutral;While it mentions the absurdities of a greedy official, the friend's laughter and the acknowledgment of wanting the title of husband suggests a mixed sentiment.











